dem_name,dem_vote,district,incumbent,open_LOGADS,open_LOGCOMM,open_LOGCONTRIB,open_LOGFND,open_LOGGENERAL,open_LOGINFO,open_LOGOVERHEAD,open_LOGTOT,rep_name,year,challenger_LOGADS,challenger_LOGCOMM,challenger_LOGCONTRIB,challenger_LOGFND,challenger_LOGGENERAL,challenger_LOGINFO,challenger_LOGOVERHEAD,challenger_LOGTOT,incumbent_LOGADS,incumbent_LOGCOMM,incumbent_LOGCONTRIB,incumbent_LOGFND,incumbent_LOGGENERAL,incumbent_LOGINFO,incumbent_LOGOVERHEAD,incumbent_LOGTOT,avg_vote
"YEE, LELAND Y.",77.58220596690288,12,0,8.91189255631292,9.86461833760011,12.416947402029505,11.130049099332345,12.03348929808331,11.204369575703575,11.056683350227683,13.185106375053936,"EPSTEIN, HOWARD",2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.08170724501056
"MA, FIONA",70.99965423181834,12,0,12.050760508138799,12.787530799807255,11.742846000563462,11.364893792441096,13.763593700780795,12.71952155547027,12.970968254207964,14.437536526941754,"EPSTEIN, HOWARD",2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.08170724501056
"MA, FIONA",83.2625895400702,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"APPLEGATE, CONCHITA N.",2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.88516409509682,11.033252033519485,13.05510878708802,11.906352134311195,12.970624160993914,12.26565460631741,12.875666434965485,14.269005395152636,66.08170724501056
"MA, FIONA",80.75548566935888,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FAUSTINO, ALFONSO S.",2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.759982494977281,10.232761083394882,12.743015242612755,11.777657769570045,13.078796995495608,12.657794966561804,12.468083385976946,14.109497259410336,66.08170724501056
"MATEO, CHRISTOPHER A.",39.448421847402564,12,0,0.0,-9.840264432545677,-11.306029085648381,-11.403856637571288,-12.28157781258093,-11.582863849318981,-11.32687295682502,-13.042143547378886,"OLSEN, KRISTIN M.",2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.08170724501056
"GREWAL, HARINDER",32.80038397952109,12,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"OLSEN, KRISTIN M.",2014,0.0,10.292342133172157,7.003065458786463,8.864464055279676,10.727263793024752,9.104979856318355,10.777044880978007,11.588997221921472,9.988366240293256,11.437519789625368,12.879626142463687,10.949104748702169,12.601086125156508,11.739816704918349,11.833150281336426,14.031781152528653,66.08170724501056
"LENO, MARK",81.49964199,13,0,10.080410814721539,12.852670210017138,12.168897430917607,11.101838081450076,13.535806099561515,12.55685827645914,12.0253172616469,14.02779859278838,"NEIRA, GAIL E.",2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.94483292052757
"LENO, MARK",81.90851917267791,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NEIRA, GAIL E.",2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.630547612228042,8.964418094172624,13.090810788891222,10.079134382822554,12.0362569237825,11.710801422424016,11.01969382208528,13.669297387593955,75.94483292052757
"LENO, MARK",86.87518109274298,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MALDONADO JR., RAMIRO",2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.686113575174318,8.255727123449471,13.379626963191786,10.596401956005588,12.148838158208475,11.767115177877875,11.562154294816565,13.795221489774905,75.94483292052757
"AMMIANO, TOM",83.35183016330059,13,0,-5.463893949987228,-0.40024510145448566,4.9492325918759805,0.08891934154275916,0.6144322759722449,1.9065394671184794,-0.10404190477782294,0.6322325044824542,"DHILLON, HARMEET K.",2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.94483292052757
"AMMIANO, TOM",82.9272332056723,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"PETER, LAURA A.",2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.281181800494961,12.623466324503612,9.656265809211558,11.12647193606807,10.635681633067797,10.569689704470193,13.075701719357667,75.94483292052757
"EGGMAN, SUSAN",65.44433459886517,13,0,-1.7905373636326951,5.011526539048201,6.817037040061179,4.370692184094182,2.924462481529547,2.543885824534865,3.0437231649046748,3.0858228177692215,"JAFRI, KHALID JEFFREY",2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.94483292052757
"EGGMAN, SUSAN",60.749899086546364,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"JOBRACK, SOL",2014,5.298317366548036,7.699860523174922,0.0,0.0,7.866162527121599,5.295814236329918,8.585395617249986,9.326320004700804,0.0,11.28254390737268,12.435846765955489,11.69801044997684,12.206947862416113,6.040254711277415,12.089227263888835,13.840559828895714,75.94483292052757
"EGGMAN, SUSAN",64.80202405441523,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"LINCOLN, KEVIN",2016,0.0,8.671636399881393,0.0,7.029689685760998,8.848612684400797,0.0,8.775059663656696,9.747082249621991,7.274132998382255,10.931486550403905,12.444519344096385,11.596216521809561,12.265697426495821,10.741816742940571,11.977990419010947,13.4836681610755,75.94483292052757
"HANCOCK, LONI",77.42600646021047,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MONTAUK, LANCE",2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.57353126274595,8.90358692479788,11.819615731592682,9.840157367732742,11.273715918944767,10.832655022223964,10.82658804526776,12.493068132335965,88.757492892495
"HANCOCK, LONI",81.72270817164153,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"WOLF, LEIGH N.",2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.711772645605693,9.775984808181242,11.704245827453573,10.520322641346736,11.710052707995345,11.019432099388316,11.23667777014411,12.686462185255447,88.757492892495
"SKINNER, NANCY",82.01544921311582,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"HATCHER, RYAN J.",2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.59269924186984,7.374315486450111,12.966411075630445,11.736116855140144,11.955412460328438,9.574948762739039,11.58650050228226,13.474770519217481,88.757492892495
"BONILLA, SUSAN",68.8957792949922,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DELEPINE, JOY D.",2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.722580021141189,11.620974613014582,12.155780691739011,12.023846984138107,12.789859376909227,11.216269917719341,12.592139484578347,13.77827767736207,88.757492892495
"GERBER, DONNA C.",46.35145715,15,0,0.3437444910156078,-1.138260521221607,0.47588188248898255,0.12305880485545728,-0.3357007732834312,-0.16323014242945355,-0.2419486542201046,-0.7182151744031966,"HOUSTON, GUY",2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.75701589038556
"SHAW, ELAINE D.",44.782409125534706,15,0,-6.96504517973286,-2.404437917799733,-3.2248880485099933,-3.5808810744709305,-2.018719659988699,-0.3080747438086249,-2.4610333140863645,-2.1425167913588545,"HOUSTON, GUY",2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.75701589038556
"COLEMAN, TERRY",45.208455124457714,15,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"HOUSTON, GUY",2006,0.0,11.682531943349586,5.48063892334199,7.029831308760809,12.078885031383207,10.941995917134532,10.958346645185022,12.479918018346329,8.685589912800735,13.348231772956288,10.576620018310932,11.324753105562566,13.58857177636591,11.308358299228955,13.045699199399982,14.456993633289564,64.75701589038556
"BUCHANAN, JOAN",52.24093645873532,15,0,5.610626914010846,-1.8286106557532928,-4.605170185988092,1.2149111152891123,0.45607690479776153,0.9397539051514947,1.1701303845868658,0.5810874164186526,"WILSON, ABRAM",2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.75701589038556
"BUCHANAN, JOAN",53.33547817116827,15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"WILSON, ABRAM",2010,12.302670632118904,13.288036294848867,9.581903928408666,8.780910386414186,13.827674693967278,12.182561461028724,12.059014636474028,14.012549825949677,14.75878217793803,11.668726353881766,8.83927669058535,11.228247143405127,14.882152322425934,11.885522969452774,13.322612684094699,15.29200811679016,64.75701589038556
"THURMOND, TONY",89.37649133727565,15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"CHIARA, CLAIRE",2016,0.0,0.0,0.0,0.0,0.0,0.0,8.07837810362652,8.07837810362652,9.005773206234908,9.763483255795522,12.657625857831093,12.024181815959933,12.850304124041138,12.147537401942055,12.16769838203728,14.039125558129008,64.75701589038556
"CHAN, WILMA",84.18043615,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NUGENT, GEORGE J.",2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.168312819436888,0.0,9.009504885158904,9.066221702834524,0.0,9.03378336817448,9.743281240992514,73.19738955072255
"CHAN, WILMA",88.19581689304796,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"UDINSKY, JERALD",2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.508194890007571,11.690653152753955,9.881838391445287,11.16401005213712,10.802646164133945,11.555641217198882,13.195228690634313,73.19738955072255
"SWANSON, SANDRE",87.8508293356921,16,0,9.340283835674859,9.695803263671893,11.117566418162873,12.215408976042518,12.696301361843,11.482723956237106,11.828499927698221,13.288733280376265,"FAISON, JAMES",2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.19738955072255
"SWANSON, SANDRE",83.4845765610913,16,0,8.818038250394299,5.890566283002889,12.071576673562822,12.166177877252775,12.395430721190241,10.654903641220047,12.20408712568959,13.472123353969607,"FAISON, JAMES",2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.19738955072255
"BUCHANAN, JOAN",59.200488825174496,16,0,7.3427791893318455,10.987743108070912,11.714282279544275,11.419015584289301,12.290074719940709,11.094375117313408,12.197710984073248,13.260531946686704,"PHILLIPS, ESTES A.",2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.19738955072255
"SBRANTI, TIM",48.448818215924504,16,0,7.507372501820341,-0.23273177842784953,8.561210076833012,2.94852100873133,1.8038172443574876,1.6540069439251184,-0.13535499334784795,1.1055512153286458,"BAKER, CATHARINE",2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.19738955072255
"COOK-KALLIO, CHERYL",44.11428571428571,16,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BAKER, CATHARINE",2016,10.757902880692196,11.304888605816949,9.293380122488301,10.498989103250114,12.90722896712218,12.383046595997536,13.489953533083565,14.040285481866311,13.951016255365884,13.67345576701966,9.388486557359656,10.476460027175094,14.636069020166707,12.317650334451654,13.827997609213982,15.093406808491494,73.19738955072255
"MATTHEWS, BARBARA",56.49873721,17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MC CABE, BRIAN L.",2002,13.214490150086196,9.514874399239174,7.48605261786314,8.809037091436783,13.333855262935511,10.804738958559845,9.951953378399294,13.399579648921065,13.511380963550543,11.330521064744852,9.016453392770572,11.015362008600237,13.801911214655714,11.55789883061296,11.285864375112574,14.553129903060846,71.73243925430653
"MATTHEWS, BARBARA",60.51613136574075,17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MC GARRY, NELLIE",2004,10.46564183006452,10.973054410498307,8.160518247477505,9.960847085039251,12.132593098952654,11.174357032865585,11.531472794906328,13.029950961025195,12.788243236436088,11.908778053827126,10.605076748795812,11.401500821823928,13.405291352019976,11.119882876860624,12.086643969049392,14.207009011511495,71.73243925430653
"GALGIANI, CATHLEEN",59.7565866987541,17,0,0.4471746998073005,-0.4363749245701172,2.417151508492437,1.5678821528414773,0.22665230210719045,-0.3735639412515681,1.7995876942344857,0.4698940452836453,"MACHADO, GERARD J.",2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.73243925430653
"GALGIANI, CATHLEEN",66.25785222853726,17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MOBLEY JR., JACK M.",2008,7.994294986415977,8.942621698209894,4.605170185988092,8.306561045039091,10.453502831280794,9.903487552536127,9.899472503001443,11.071328440460773,10.746653244405058,9.033965896187967,11.872374278173954,10.5864121601884,12.47865913838449,12.033033632312653,12.526836107166307,13.592556663664036,71.73243925430653
"GALGIANI, CATHLEEN",58.33742961837519,17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MOBLEY JR., JACK M.",2010,0.0,9.00313045343424,0.0,8.312466503749564,9.767257665104443,8.565983355585669,9.165280242569583,10.63485013339938,12.00153633820848,10.810068294672877,11.63416031403583,10.710346603906704,13.024150589104822,12.185303196011974,12.558567123484778,14.302308470444027,71.73243925430653
"AMMIANO, TOM",86.23081369211997,17,0,-2.205608232786325,1.650533789445122,6.697646476441945,3.331545812083754,1.1760164666639223,0.046900039102968805,3.0809832860018354,3.466808279498604,"CLARK, JASON P.",2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.73243925430653
"CHIU, DAVID",86.26196322092498,17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DEL CARLO, MATTHEW S.",2016,0.0,0.0,0.0,0.0,0.0,0.0,8.264432861179866,8.264432861179866,7.467319637023637,12.094014976140116,12.507774591161992,11.350802574685625,12.806541824064418,11.50300299972881,11.92768656448565,13.580335074893238,71.73243925430653
"CORBETT, ELLEN",71.61656134,18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"HOVINGH, JACK",2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.18318922757769
"HAYASHI, MARY",67.84513430034795,18,0,-0.2785115750966103,2.214122725614157,5.705537639335472,1.109670880132553,1.9525565910539555,2.110859097740672,1.595662752122335,1.969817553094268,"BUCK, JILL ANN",2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.18318922757769
"HAYASHI, MARY",77.50910454155957,18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"FILIPOVICH, LOU",2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.442540166468199,10.968348623055492,12.720757024714091,10.489307562617556,12.267669312404756,11.67963131208266,11.404276771398118,13.524497811637882,81.18318922757769
"HAYASHI, MARY",75.19076225509656,18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"HAVIG, MICHAEL",2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.41821228272245,0.0,11.462789395476431,11.166969580382448,11.924151679324336,11.23299315207449,11.458534007807845,13.174680571427695,81.18318922757769
"BONTA, ROB",86.6997445470623,18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ERLICH, DAVID M.",2014,0.0,5.1647859739235145,4.605170185988092,5.4116460518550396,6.225548038460526,4.668144985149481,7.336285660021298,7.703052828187015,8.584870531304151,11.580929661212172,13.177488216042242,11.604550590567625,12.683870043057336,11.518124725360774,12.533532967990364,14.006817764284337,81.18318922757769
"BONTA, ROB",87.02991595889343,18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"SLONSKY-BREAULT, ROSEANN",2016,0.0,5.730456862070388,6.848037121203013,0.0,8.576991118673693,8.517193191416238,7.728895418317242,9.050550655961306,7.48436864328613,9.277703649729556,13.182167691095323,12.887818982752176,12.918881266949375,0.0,12.321619271173775,14.90425132307384,81.18318922757769
"MULLIN, GENE R.",62.666189,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"KAWAS, DAVID",2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.1412596185905
"MULLIN, GENE R.",71.30947552338459,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"BRINKMAN, CATHERINE S.",2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5730172560525455,7.941797046000666,9.827038380372722,10.890348391407109,10.975300594551015,0.0,10.25165011877134,12.218008627435179,76.1412596185905
"MULLIN, GENE R.",74.19107025059078,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"GUFLER, ELSIE",2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.035481432524756,10.257032152055173,10.511362479318251,10.947772826931423,11.376274583223546,7.3132203870903005,10.761181754624193,12.582923304022124,76.1412596185905
"HILL, JERRY A.",72.99402676198763,19,0,10.36167002389761,12.960619911862528,11.990059859768753,11.092284026731567,13.57292033999238,12.476011076518875,12.545045075490195,14.07681921162452,"BRINKMAN, CATHERINE S.",2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.1412596185905
"HILL, JERRY A.",70.78638534286338,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"WAISMAN, ALBERTO A.",2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.122059881629143,7.169196040228691,12.260087233836412,11.124894888313657,12.099581546559374,11.60294576892873,10.916652331645324,13.028901216959856,76.1412596185905
"TING, PHIL",77.04064669953358,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"PINEDA, RENE GONZALO",2014,0.0,0.0,6.3632349786920495,5.9663518462929055,5.9663518462929055,0.0,8.26732314808042,8.567165513704193,8.521185212685777,9.071078304642676,12.529402505350225,10.113680404389566,11.84041692342727,11.516419354224483,11.726176405365445,13.78307056527692,76.1412596185905
"TING, PHIL",80.14228337036404,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"TAYLOR, CARLOS",2016,0.0,6.769228573387808,6.634659638725276,0.0,6.769228573387808,0.0,8.443591860129121,8.744626727572557,9.271882220070776,8.740336742730447,12.673103109296491,11.655800989895212,12.298857457457414,11.375979678503034,12.18097404428756,13.562746635388189,76.1412596185905
"DUTRA, JOHN A.",66.56759288,20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DOW, DANIEL L.",2002,8.92593824794112,0.0,0.0,5.955059865214182,8.975926043403039,0.0,5.6733919933321335,9.012055273158683,0.0,0.0,10.833681189579275,11.792925833537595,11.877782444576061,9.36886177198925,9.932705034398577,12.368817362036145,73.85209365156636
"TORRICO, ALBERTO",68.62122373629124,20,0,10.990457329420163,11.921334236247619,11.924935773114395,11.012197025960312,12.807259678656026,11.456355113481836,12.091524721253322,13.48760402076909,"WILLIAMS, CLIFFORD R.",2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.85209365156636
"TORRICO, ALBERTO",65.29545987674068,20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"NISHIMURA, KEN A.",2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.671753457938443,13.241363307899315,11.69434778423795,12.206049045251687,11.070381348620643,11.934702867878695,13.83600051762089,73.85209365156636
"TORRICO, ALBERTO",71.35722805857753,20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"WALD, JEFFREY",2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.639839051022337,9.025779108911589,12.918789166373074,11.868420052562414,12.38700185846313,11.326720457332756,12.180348652499804,14.04763029451872,73.85209365156636
"WIECKOWSKI, ROBERT",72.87095113720855,20,0,9.50815122470462,12.123691134152885,11.4306302222434,8.13891806268532,12.721970553485098,11.805221874972755,12.492121885636484,13.47854444140444,"SHAHAB, ADNAN I.",2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.85209365156636
"QUIRK, BILL (WILLIAM J.)",71.84041151104911,20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"PATINO, JAIME R.",2014,7.3132203870903005,0.0,0.0,7.314299804309868,8.006907421902714,0.0,9.102314084080533,9.468828673054542,8.271804031154709,11.348696368087115,12.721437949338195,9.403378467661108,12.554534151343875,12.114402158998912,11.135374992668462,13.486856424177219,73.85209365156636
"QUIRK, BILL (WILLIAM J.)",74.26388201266384,20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"WONG, LUIS A.",2016,0.0,4.82823373410213,5.48063892334199,0.0,6.4377356496084,6.214608098422191,9.032498765203934,9.93081425384235,6.393590753950631,11.004096845862419,12.684650938297873,9.98695239801092,12.397678304695717,11.981551145280239,11.594597429299426,13.429598825503442,73.85209365156636
"SIMITIAN, S. JOSEPH",60.49094783,21,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"RUSSELL, JAMES A.",2002,8.260079120530872,9.405868503457386,0.0,0.0,10.478018131370005,9.87816974455184,9.853306271211752,11.089021908650329,8.747965172134759,10.687860674651732,11.272940896459993,10.484210438704293,11.432750231848914,8.768782692972133,11.197327614439834,12.61779169027906,61.51776275856835
"RUSKIN, IRA",51.547443719755954,21,0,-1.7317864026692131,-2.922806948908608,2.5360687019678707,-2.219775735777052,-2.1071777926266275,-3.2678825206950037,-1.5297977880672526,-1.9872377422777667,"POIZNER, STEVE",2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.51776275856835
"RUSKIN, IRA",67.729208506032,21,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"KIRALY, VIRGINIA C.",2006,0.0,7.227662498728653,0.0,6.926577033222724,8.261268150577648,7.296413268773919,6.38856140554563,9.300546639862327,7.554858521040676,11.021810470804708,11.896962625664775,11.566638728868144,12.598528735433328,11.755871643580615,11.463056839470374,13.22574700630854,61.51776275856835
"RUSKIN, IRA",70.93399750933997,21,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"YENNE, ANNALISA M.",2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.103322062526113,0.0,11.13256083748247,11.846439186641641,12.224906274086914,11.05089000537367,10.908798908177678,12.820040326994837,61.51776275856835
"GORDON, RICHARD S.",60.08713024769313,21,0,10.8902702982882,1.7289301987993362,11.69023447994064,5.216363619716105,3.082983205980332,5.511398730086658,2.1247525944935575,2.954221711940356,"CONLON, GREG",2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.51776275856835
"GRAY, ADAM C.",58.1807995738545,21,0,0.7561112951773943,0.3574379177392313,4.4560775940782875,1.4769441866000896,1.243499302605077,1.849277644007726,1.3946847560139748,1.987688055048297,"MOBLEY JR., JACK M.",2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.51776275856835
"GRAY, ADAM C.",53.386825615161236,21,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MOBLEY JR., JACK M.",2014,8.57922858233569,9.322655150596333,0.0,6.375365477300306,10.719424105001194,10.244591901483902,10.119637505552193,11.191503482950392,13.631835225229043,12.363920012752711,11.900953493666314,11.540169746112909,14.186836030884711,12.544291570089172,13.352324182349632,14.680223251757345,61.51776275856835
"GRAY, ADAM C.",69.78574906670994,21,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"OPINSKI, GREGORY J.",2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.065861471520387,11.886683301862687,12.813048051081536,12.276187573942408,13.254006906635626,12.138756938245304,12.532821152407966,14.457654233722556,61.51776275856835
"LIEBER, SALLY",58.41445951,22,0,11.877592536604473,12.443613023406625,10.561784455660328,10.129240895379935,13.031330879259947,10.42821608147111,12.827450183296756,13.725465996426948,"KAWCZYNSKI, STAN",2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.6318777412416
"LIEBER, SALLY",70.26560353626436,22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DOMINGUEZ-GASSON, MARIE C.",2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.501199576391943,8.03275630198815,11.580078284599626,10.647962626885057,11.102742444997682,9.9281801651265,10.49096694801361,12.320483156167365,69.6318777412416
"LIEBER, SALLY",68.79149111088275,22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"RIFFENBURGH, ROGER RALPH",2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2078598714324755,7.735621271904668,11.747681331612606,10.838282421974617,11.345361477601495,10.308952660644293,11.019239612518806,12.660168127264164,69.6318777412416
"FONG, PAUL",76.14285017319608,22,0,8.892199092039693,10.994726390674579,11.648766687881642,10.439650166602426,11.841488722190487,10.542025420476383,12.022766504191894,13.383393922093642,"OYA, BRENT T.",2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.6318777412416
"FONG, PAUL",67.04432965569374,22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"HICKOK, ERIC",2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.039111200575335,12.1868898261134,11.367374699643786,12.263747603715894,11.736069016284436,10.818603995202512,13.072199108585375,69.6318777412416
"MULLIN, KEVIN",71.39777543269585,22,0,10.204027605715234,9.82782498801424,12.128381337814302,11.008811434655087,12.224951954542325,11.49122510612006,10.786065749352591,13.073574418234172,"GILHAM, MARK H.",2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.6318777412416
"MULLIN, KEVIN",70.6066596002712,22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"GILHAM, MARK H.",2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.072868912092446,9.661187302768779,12.782826898785258,11.815277973407635,12.433485430682984,10.482047616296207,11.27442941483364,13.720480553907061,69.6318777412416
"MULLIN, KEVIN",74.39185291092883,22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"KIESEL, ART",2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.564377518412183,0.0,12.687222394101848,12.009317341575544,12.297928456776562,9.694784853387453,11.35148313220475,13.558261015974706,69.6318777412416
