candidate_name,candidate_id,year,office,district,TOT,FND,COMM,ADS,INFO,OVERHEAD,CONTRIB,GENERAL,LOGTOT,LOGFND,LOGCOMM,LOGADS,LOGINFO,LOGOVERHEAD,LOGCONTRIB,LOGGENERAL,votes_name,party,votes,total_votes,vote_share,winning_votes,winner,incumbent,race_total,opposing_total,contested
"ERLICH, DAVID M.",1362222,2014,A,18,2215.1,224.0,175.0,0.0,106.5,1535.0,100.0,505.5,7.703052828187015,5.41164605185504,5.1647859739235145,0.0,4.668144985149481,7.336285660021298,4.605170185988092,6.225548038460526,David Erlich,REP,13537,101780,13.300255452937709,88243,0,0,1213046.4700000002,1210831.37,1
"PINEDA, RENE GONZALO",1364780,2014,A,19,5256.21,390.08,0.0,0.0,0.0,3894.51,580.12,390.08,8.567165513704193,5.9663518462929055,0.0,0.0,0.0,8.26732314808042,6.3632349786920495,5.9663518462929055,Rene Pineda,REP,24170,105273,22.959353300466407,81103,0,0,973336.75,968080.54,1
"TING, PHIL",1343138,2014,A,19,968080.54,24678.32,8700.0,5020.0,100350.0,123769.52,276344.21,138748.32,13.78307056527692,10.113680404389566,9.071078304642676,8.521185212685777,11.516419354224483,11.726176405365445,12.529402505350225,11.84041692342727,Phil Ting,DEM,81103,105273,77.04064669953358,81103,1,1,973336.75,5256.209999999963,1
"PATINO, JAIME R.",1361490,2014,A,20,12949.71,1501.62,0.0,1500.0,0.0,8976.039999999999,0.0,3001.62,9.468828673054542,7.314299804309867,0.0,7.3132203870903005,0.0,9.102314084080533,0.0,8.006907421902714,Jaime Patino,REP,22007,78151,28.159588488950877,56144,0,0,732841.6699999999,719891.96,1
"QUIRK, BILL (WILLIAM J.)",1336944,2014,A,20,719891.96,12129.29,84854.76,3912.0,182481.15,68553.86,334850.0,283377.19999999995,13.486856424177219,9.403378467661108,11.348696368087115,8.271804031154709,12.114402158998912,11.135374992668462,12.721437949338195,12.554534151343875,Bill Quirk,DEM,56144,78151,71.84041151104911,56144,1,1,732841.6699999999,12949.709999999963,1
"GRAY, ADAM C.",1315410,2014,A,21,2374323.83,102761.88,234197.49,832205.95,280489.5,629275.3400000001,147407.11,1449654.8199999996,14.680223251757345,11.540169746112909,12.363920012752711,13.631835225229043,12.544291570089172,13.352324182349632,11.900953493666314,14.186836030884711,Adam Gray,DEM,34931,65430,53.386825615161236,34931,1,1,2446835.5500000003,72511.7200000002,1
"MOBLEY JR., JACK M.",1294243,2014,A,21,72511.72,587.2,11188.65,5320.0,28130.0,24825.770000000004,0.0,45225.85,11.191503482950392,6.375365477300306,9.322655150596333,8.57922858233569,10.244591901483902,10.119637505552193,0.0,10.719424105001194,Jack Mobley,REP,30499,65430,46.61317438483876,34931,0,0,2446835.5500000003,2374323.83,1
"MULLIN, KEVIN",1342937,2014,A,22,909345.65,135303.81,15696.41,64400.0,35669.37,78781.18000000001,356050.1600000001,251069.59,13.720480553907061,11.815277973407635,9.661187302768779,11.072868912092446,10.482047616296207,11.27442941483364,12.782826898785258,12.433485430682984,Kevin Mullin,DEM,73940,104721,70.6066596002712,73940,1,1,909345.65,0.0,1
"GILHAM, MARK H.",1344727,2014,A,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark Gilham,REP,30781,104721,29.3933403997288,73940,0,0,909345.65,909345.65,1
"PATTERSON, JIM",1346007,2014,A,23,472290.41,18878.44,1811.99,32295.0,147558.5,91723.05,133607.0,200543.93,13.0653493507871,9.845775809167039,7.502180967823898,10.382667698466573,11.90197998630248,11.426528989798813,11.802657933921685,12.208788603973758,Jim Patterson,REP,82417,82417,100.0,82417,1,1,472290.41,0.0,0
"GABL, DIANE CHRISTINE",1365082,2014,A,24,6646.0,0.0,0.0,0.0,0.0,6252.91,193.09,0.0,8.801770448914539,0.0,0.0,0.0,0.0,8.740802234372401,5.263156401454448,0.0,Diane Gabl,REP,33419,111405,29.99775593555047,77986,0,0,730886.57,724240.57,1
"GORDON, RICHARD S.",1316724,2014,A,24,724240.57,21260.67,60886.32,0.0,115000.0,117256.3,282937.59,197146.99,13.492878895180937,9.964614165980738,11.016763797922897,0.0,11.652687407345386,11.672117416208332,12.552981622269714,12.191704871626454,Richard S. Gordon,DEM,77986,111405,70.00224406444953,77986,1,1,730886.57,6646.0,1
"BRUNTON, BOB",1363959,2014,A,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob Brunton,REP,25441,83159,30.59320097644272,57718,0,0,663588.37,663588.37,1
"CHU, KANSEN",1356482,2014,A,25,663588.37,15587.08,137004.26,5149.1,48600.0,220321.5,136653.48,206340.44,13.405417311527007,9.654197644958076,11.827767299217337,8.546577221104396,10.791378809888585,12.302843122218173,11.825203657552256,12.237282705054927,Kansen Chu,DEM,57718,83159,69.40679902355728,57718,1,0,663588.37,0.0,1
"MATHIS, DEVON J.",1365277,2014,A,26,14940.63,1059.36,0.0,0.0,10000.0,3881.27,0.0,11059.36,9.611839626472431,6.9654202311765365,0.0,0.0,9.210340371976184,8.263917698647576,0.0,9.311032407217565,Devon Mathis,REP,34683,64674,53.62742369422024,34683,1,0,473747.68,458807.05,1
"MENDOZA, RUDY",1356174,2014,A,26,458807.05,8015.68,185873.6,10697.7,86148.23999999999,68870.5,7651.25,290735.22000000003,13.03638503029192,8.989154902368135,12.132822151790581,9.277784044073202,11.363824812263932,11.139983208567568,8.942624312165279,12.580168235038945,Rudy Mendoza,REP,29991,64674,46.37257630577976,34683,0,0,473747.68,14940.630000000005,1
"CAMPOS, NORA",1318599,2014,A,27,659330.81,120366.2,7928.14,100.0,35533.9,78662.41,237441.07,163928.24,13.398980675391282,11.698294041547554,8.97817373478428,4.605170185988092,10.478242449385778,11.272920683706136,12.377674745352616,12.00718405007299,Nora Campos,DEM,49416,71195,69.40936863543789,49416,1,1,661998.01,2667.1999999999534,1
"LANCASTER, GORDON K.",1364779,2014,A,27,2667.2,0.0,814.29,0.0,0.0,1852.91,0.0,814.29,7.88878451199653,0.0,6.702316567911372,0.0,0.0,7.5245126552191355,0.0,6.702316567911372,G. Burt Lancaster,REP,21779,71195,30.59063136456212,49416,0,0,661998.01,659330.81,1
"LOW, EVAN",1335519,2014,A,28,614489.65,17398.31,92342.05,0.0,73999.5,208181.79,150225.85,183739.86,13.328547364884624,9.76412835404876,11.433254896377688,0.0,11.211813615406722,12.246166967360866,11.91989510736552,12.121276231878939,Evan Low,DEM,71239,119884,59.42327583330553,71239,1,0,765471.4,150981.75,1
"PAGE, CHUCK",1364063,2014,A,28,150981.75,2285.63,44826.45,3085.65,77816.32,22967.7,0.0,128014.05000000002,11.924914247565637,7.734396976486705,10.710553645970226,8.034517611066592,11.26210645680565,10.041844160064603,0.0,11.75989530250295,Chuck Page,REP,48645,119884,40.576724166694476,71239,0,0,765471.4,614489.65,1
"KAIN, PALMER",1363609,2014,A,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Palmer Kain,REP,38903,127168,30.591815551082036,88265,0,0,357712.56,357712.56,1
"STONE, MARK",1340922,2014,A,29,357712.56,9824.2,8704.94,0.0,47477.82,66746.8,124343.7,66006.96,12.787485037854026,9.192604008485882,9.07164595958807,0.0,10.76801793360044,11.108661635038429,11.730804784498176,11.097515469994075,Mark Stone,DEM,88265,127168,69.40818444891796,88265,1,1,357712.56,0.0,1
"ALEJO, LUIS",1318708,2014,A,30,520675.72,46449.57,3290.17,1904.53,49123.34,112246.13,203841.09,100767.61,13.162882708526638,10.746122486933258,8.098694514157003,7.551990537960517,10.80208955725202,11.628449328395467,12.225095998682878,11.520572253616983,Luis Alejo,DEM,43431,72618,59.80748574733538,43431,1,1,520675.72,0.0,1
"STARRITT, MARK",1364607,2014,A,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark Starritt,REP,29187,72618,40.19251425266463,43431,0,0,520675.72,520675.72,1
"PEREA, HENRY T.",1235519,2014,A,31,1457300.89,95972.48,6637.65,225.0,196956.03,79608.06,251270.7,299791.16,14.192096577240054,11.471816762686565,8.8005132641649,5.416100402204419,12.190735784838207,11.284870622987812,12.434286123021414,12.610841377891688,Henry T. Perea,DEM,36165,54182,66.74725923738511,36165,1,1,1457300.89,0.0,0
"RIOS, PEDRO AYON",1343678,2014,A,32,362990.49,15634.27,64770.53000000001,129045.6,23129.03,90110.63,200.0,232579.43,12.802131914556696,9.6572205786836,11.078605994944164,11.767921109253605,10.048843817467596,11.408793416659535,5.298317366548036,12.356987080074404,Pedro A. Rios,REP,22031,48752,45.189940925500494,26721,0,0,3468442.84,3105452.3499999996,1
"SALAS JR., RUDY",1340989,2014,A,32,3105452.35,162193.91,67722.41,1392236.07,206875.0,438447.93000000005,20190.0,1829027.39,14.948669947118807,11.996547873719358,11.123172423327961,14.146421696014896,12.239870025113467,12.990996338019485,9.912942711306883,14.419294902657265,Rudy Salas,DEM,26721,48752,54.810059074499506,26721,1,1,3468442.84,362990.48999999976,1
"OBERNOLTE, JAY",1362835,2014,A,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jay Obernolte,REP,46144,69972,65.94637855142057,46144,1,0,0.0,0.0,1
"COFFEY, JOHN",1344000,2014,A,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John Coffey,DEM,23828,69972,34.05362144857943,46144,0,0,0.0,0.0,1
"GROVE, SHANNON",1325437,2014,A,34,541960.96,57514.81,22629.83,20936.48,63962.58,103598.94000000002,217580.0,165043.7,13.202949248307238,10.959797758838606,10.027024226447356,9.94924837096283,11.066053503845415,11.548282377094946,12.290321877975074,12.013965566301398,Shannon Grove,REP,70403,94535,74.47294652774104,70403,1,1,541960.96,0.0,1
"GOODMAN, VIRGINIA ""MARI""",1345763,2014,A,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Virginia ""Mari"" Goodman",DEM,24132,94535,25.527053472258952,70403,0,0,541960.96,541960.96,1
"ACHADJIAN, KHATCHIK",1317317,2014,A,35,543055.68,23992.04,9683.15,116885.21,59937.29,147925.18,175588.08000000002,210497.69,13.204967135095522,10.085477387649863,9.178142540558364,11.668947621064243,11.001054127970024,11.904461884377007,12.075896076330118,12.257229958172625,Katcho Achadjian,REP,77452,123578,62.67458609137548,77452,1,0,582217.16,39161.47999999998,1
"HARMON, HEIDI",1364777,2014,A,35,39161.48,0.0,3558.2,9950.0,5500.0,9684.58,1145.0,19008.2,10.575448889597293,0.0,8.177010078000674,9.20532783015264,8.612503371220562,9.17829020887082,7.0431599159883405,9.852625743992537,Heidi Harmon,DEM,46126,123578,37.32541390862451,77452,0,0,582217.16,543055.68,1
"FOX, STEVE",1297103,2014,A,36,2282868.32,82226.81,297711.96,764585.02,147000.0,856420.62,7590.309999999998,1291523.79,14.640943245355256,11.317236683584818,12.603881720869374,13.547088508109026,11.898187865760873,13.660516912941668,8.93462771277037,14.071333311789726,Steve Fox,DEM,27866,69973,39.82393208809112,42107,0,1,3846423.2699999996,1563554.9499999997,1
"LACKEY, THOMAS W.",1345765,2014,A,36,1563554.95,4547.42,521971.51,527404.27,130727.83,323551.49,1000.0,1184651.03,14.26247260076932,8.422315318153972,13.165368286831253,13.175722649190126,11.780872807320767,12.6871135456363,6.907755278982138,13.984958799729359,Tom Lackey,REP,42107,69973,60.17606791190888,42107,1,0,3846423.2699999996,2282868.3199999994,1
"DEBLAUW, RONALD E",1003934,2014,A,37,5419.77,0.0,0.0,0.0,0.0,1678.77,0.0,0.0,8.59780865810893,0.0,0.0,0.0,0.0,7.425816661392691,0.0,0.0,Ron DeBlauw,REP,53414,128866,41.44925736811882,75452,0,0,621033.8200000001,615614.05,1
"WILLIAMS, DAS",1316434,2014,A,37,615614.05,109469.91,29080.25,0.0,0.0,100439.69,248277.75,138550.16,13.330375503948273,11.603404995955213,10.277814528584367,0.0,0.0,11.517312726847004,12.422303358137565,11.838987705108213,Das Williams,DEM,75452,128866,58.55074263188118,75452,1,1,621033.8200000001,5419.770000000019,1
"FUENTES, JORGE SALOMON",1363832,2014,A,38,1794.93,0.0,225.63,0.0,0.0,1519.2999999999995,0.0,225.63,7.4927213029474835,0.0,5.418896489506421,0.0,0.0,7.326004981449722,0.0,5.418896489506421,Jorge Salomon Fuentes,DEM,32095,95344,33.66231750293673,63249,0,0,761715.2400000001,759920.31,1
"WILK, SCOTT T.",1339656,2014,A,38,759920.31,25011.1,20927.18,13420.0,87839.56,74669.48999999999,237567.14,147197.84,13.540968851501658,10.127075005311504,9.948804071532106,9.504501410525673,11.383267247623346,11.220826853954193,12.378205557243048,11.899532811256206,Scott Wilk,REP,63249,95344,66.33768249706327,63249,1,0,761715.2400000001,1794.9300000000512,1
"BOCANEGRA, RAUL",1330049,2014,A,39,1885184.66,208707.49,194472.31,1280.85,164231.53999999998,358647.34,594553.86,568692.19,14.44953633693092,12.248688981256953,12.178045066867213,7.155279199021725,12.009032540380742,12.790094844825553,13.295566588149756,13.251094600125155,Raul Bocanegra,DEM,22284,45034,49.48261313674113,22750,0,1,1885184.66,0.0,1
"LOPEZ, PATTY",1358288,2014,A,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Patty Lopez,DEM,22750,45034,50.51738686325887,22750,1,0,1885184.66,1885184.66,1
"HENRY, KATHLEEN",1365093,2014,A,40,28900.87,49.97,888.6,100.0,10150.0,15137.8,1490.0,11188.57,10.271626977453641,3.9114228253561136,6.7896471905018085,4.605170185988092,9.225228984469931,9.624950205996923,7.306531398939504,9.322648000467764,Kathleen Henry,DEM,31309,70612,44.3394890386903,39303,0,0,1250264.37,1221363.5,1
"STEINORTH, MARC",1362221,2014,A,40,1221363.5,32789.68,413563.55,378776.9,44785.0,125320.36,5370.0,869915.13,14.015478415584672,10.397869110718187,12.932566469666106,12.844702656386007,10.709628540909298,11.738628617708027,8.588583187502909,13.676150934148149,Marc Steinorth,REP,39303,70612,55.6605109613097,39303,1,0,1250264.37,28900.87000000011,1
"HOLDEN, CHRIS",1336467,2014,A,41,702137.97,22769.6,3885.55,33573.4,153048.0,118076.47999999998,316304.7,213276.55,13.461885202158332,10.033181591929397,8.265019822923211,10.421489365751086,11.938506876663215,11.67908782909186,12.664461268494122,12.270344959362724,Chris Holden,DEM,62810,105936,59.2905150279414,62810,1,1,702137.97,0.0,0
"HARGROVE, KARALEE B.",1359764,2014,A,42,46891.92,0.0,3354.41,21926.99,2000.0,11994.909999999998,2200.0,27281.4,10.755600658142324,0.0,8.118031177011185,9.995473577089657,7.600902459542082,9.392237672119343,7.696212639346408,10.213960430288683,Karalee Hargrove,DEM,42082,98599,42.679946044077525,56517,0,0,769435.6900000001,722543.77,1
"MAYES, CHAD",1351765,2014,A,42,722543.77,3524.75,359260.1,21007.04,88401.88,120641.26,56559.0,472193.77,13.490533278448627,8.16756479074547,12.79180191767273,9.952612898621064,11.389648515367924,11.700576627484324,10.943039620074694,13.065144709984464,Chad Mayes,REP,56517,98599,57.320053955922475,56517,1,0,769435.6900000001,46891.92000000004,1
"GATTO, MIKE",1005008,2014,A,43,2278769.81,33201.28,1546.86,6662.33,122465.83,69434.11000000003,195023.37,163876.3,14.639146298299814,10.410343708378251,7.343982348740343,8.804224552201095,11.715587331280751,11.148133524308118,12.180874676518753,12.006867153910205,Mike Gatto,DEM,51971,78163,66.4905390018295,51971,1,1,2302280.41,23510.600000000093,1
"ROYAL, TODD",1363510,2014,A,43,23510.6,0.0,2479.16,500.0,13567.27,3273.2200000000007,3690.95,16546.43,10.065206662263328,0.0,7.8156750721065285,6.214608098422191,9.51541555351821,8.093529488863082,8.21363915647387,9.713925647566679,Todd Royal,REP,26192,78163,33.50946099817049,51971,0,0,2302280.41,2278769.81,1
"IRWIN, JACQUI",1362509,2014,A,44,1272444.15,0.0,158909.14,25003.68,656027.82,412291.23,0.0,839940.6399999999,14.056450136463267,0.0,11.976087871323685,10.12677829301748,13.393958475563595,12.929485247549527,0.0,13.641086501655822,Jacqui Irwin,DEM,57098,109183,52.29568705750896,57098,1,0,3034589.12,1762144.9700000002,1
"MC COY, ROB",1362964,2014,A,44,1762144.97,29024.32,235659.73,973784.1,96922.18,171476.12000000002,4100.0,1335390.33,14.38204235791672,10.275889378212408,12.370144221548266,13.788944894809392,11.481663667455054,12.05219929391056,8.318742252692399,14.104734189103663,Rob McCoy,REP,52085,109183,47.70431294249104,57098,0,0,3034589.12,1272444.1500000001,1
"DABABNEH, MATTHEW",1357054,2014,A,45,1380793.15,9914.57,147100.34999999998,2355.0,104027.06,574828.11,217656.7,263396.98,14.13816863840676,9.201760671380066,11.898870285920484,7.764296006450517,11.552406336587055,13.261826335957847,12.290674329874436,12.481417602773805,Matt Dababneh,DEM,45321,79376,57.09660350735739,45321,1,0,1637670.8499999999,256877.69999999995,1
"SHELLEY, SUSAN",1355797,2014,A,45,256877.7,1731.09,60249.29,64903.81,0.0,57039.13000000001,1522.0,126884.19,12.456355375126302,7.456506546892206,11.006246067051102,11.080661606670148,0.0,10.951492802517441,7.327780538421631,11.751030059652546,Susan Shelley,REP,34055,79376,42.903396492642614,45321,0,0,1637670.8499999999,1380793.15,1
"NAZARIAN, ADRIN",1323126,2014,A,46,600645.07,5442.18,52343.16,8908.86,135973.0,161695.55000000002,152586.88,202667.2,13.30575947334093,8.601934994871161,10.86557654873626,9.094801566151103,11.820211615596852,11.993470525087565,11.935489417727398,12.219320503855679,Adrin Nazarian,DEM,45839,64003,71.62008030873552,45839,1,1,604118.98,3473.9100000000326,1
"TAYLOR, ZACHARY",1362620,2014,A,46,3473.91,0.0,500.8,1482.89,0.0,1397.5,0.0,1983.69,8.153036039729713,0.0,6.216206819785889,7.301748165415227,0.0,7.242440205029254,0.0,7.592714025636514,Zachary Taylor,REP,18164,64003,28.379919691264472,45839,0,0,604118.98,600645.07,1
"BROWN, CHERYL",1340553,2014,A,47,723016.04,132883.52,128401.89,13875.32,89324.0,200760.66,109300.55,364484.73,13.491186686233675,11.797228234002544,11.762920389755836,9.537867001411751,11.400025487754776,12.209868731270936,11.601856706173928,12.806239936549199,Cheryl R. Brown,DEM,23632,41507,56.934974823523746,23632,1,1,723016.04,0.0,1
"NAVARRO, GIL",1300150,2014,A,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gil Navarro,DEM,17875,41507,43.065025176476254,23632,0,0,723016.04,723016.04,1
"HERNANDEZ, ROGER",1276119,2014,A,48,564420.68,20242.61,6545.39,0.0,147946.44,108923.88,182467.55,174734.44,13.243555138969912,9.915545067656904,8.78651626404009,0.0,11.904605595355687,11.598404568628442,12.114327627975747,12.071022614643786,Roger Hernandez,DEM,30131,55415,54.373364612469544,30131,1,1,660969.2100000001,96548.53000000003,1
"LARA-GARDNER, JOSEPH",1343990,2014,A,48,96548.53,5690.49,25635.88,0.0,20438.42,25797.05,250.0,51764.78999999999,11.477801062468874,8.646551639405578,10.151748211695704,0.0,9.925171741916973,10.158015423286995,5.521460917862246,10.854465467396851,Joe M. Gardner,REP,25284,55415,45.62663538753045,30131,0,0,660969.2100000001,564420.68,1
"CHAU, EDWIN",1281706,2014,A,49,717840.55,75922.18,75619.25,0.0,45000.0,140750.50999999998,92210.0,196541.43,13.4840027481591,11.237464147307806,11.233466159384632,0.0,10.714417768752456,11.854744169441194,11.431823863533188,12.188628527762544,Ed Chau,DEM,33030,53708,61.49921799359499,33030,1,0,717840.55,0.0,1
"SIEGRIST, ESTHELA T.",1365365,2014,A,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Esthela Torres Siegrist,REP,20678,53708,38.500782006405004,33030,0,0,717840.55,717840.55,1
"BLOOM, RICHARD",1330273,2014,A,50,676516.9,3296.83,15884.92,5247.7,187225.36,108749.78,185514.28,211654.81,13.42471270780349,8.10071667971628,9.673125510493264,8.565545164355816,12.140068303935854,11.596804925960381,12.130887139198807,12.262711971889749,Richard Bloom,DEM,78093,109206,71.50980715345311,78093,1,1,684194.76,7677.859999999986,1
"TORGAN, BRADLY S.",1341020,2014,A,50,7677.86,0.0,3481.33,0.0,1300.0,2546.53,350.0,4781.33,8.946096141479423,0.0,8.155169683662901,0.0,7.170119543449628,7.842486927130978,5.857933154483459,8.472474029461011,Bradly S. Torgan,REP,31113,109206,28.49019284654689,78093,0,0,684194.76,676516.9,1
"GOMEZ, JIMMY",1334135,2014,A,51,685676.49,25668.32,20266.99,0.0,83200.0,64395.92,376046.43,129135.31,13.438161206553712,10.153012825677534,9.916748733106255,0.0,11.329002626809302,11.072805556048227,12.837467898791056,11.768616048345814,Jimmy Gomez,DEM,42261,50538,83.622224860501,42261,1,1,685676.49,0.0,1
"SMITH, STEPHEN C.",1367072,2014,A,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stephen C. Smith,REP,8277,50538,16.37777513949899,42261,0,0,685676.49,685676.49,1
"PINEDA, DOROTHY",1358125,2014,A,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dorothy F. Pineda,REP,19470,47347,41.12192958371175,27877,0,0,900248.7,900248.7,1
"RODRIGUEZ, FREDDIE",1354976,2014,A,52,900248.7,4058.86,245966.33,1671.76,217500.0,301834.37000000005,43362.53000000001,469196.95,13.71042633746676,8.308657424990058,12.412949935628259,7.421632242671842,12.289954129510875,12.617633702198136,10.677350983119796,13.058777895314071,Freddie Rodriguez,DEM,27877,47347,58.87807041628825,27877,1,0,900248.7,0.0,1
"MENDOZA, SANDRA Y.",1358233,2014,A,53,79297.7,423.28,42539.26,0.0,6750.0,28198.51,75.0,49712.54,11.28096440341922,6.048033898595875,10.658182693210355,0.0,8.817297783866575,10.247024418650856,4.31748811353631,10.814012494142228,Sandra Mendoza,DEM,11753,32225,36.47168347556245,20472,0,0,1187100.3399999999,1107802.64,1
"SANTIAGO, MIGUEL",1357853,2014,A,53,1107802.64,1228.61,185397.17,821.82,237119.32,378175.0,158625.0,424566.92,13.917889007679946,7.113638728042298,12.130255667703972,6.7115213929747854,12.376318753339458,12.843112330430401,11.974298205016687,12.958824916596381,Miguel Santiago,DEM,20472,32225,63.52831652443754,20472,1,0,1187100.3399999999,79297.69999999995,1
"RIDLEY-THOMAS, SEBASTIAN M.",1358246,2014,A,54,1861170.86,97025.03,51028.97,99283.8,194337.0,205700.37,262824.23,441674.8000000001,14.43671634226441,11.482724265435722,10.840148789648943,11.505737694730206,12.177349044411052,12.234175874375456,12.479240760733662,12.998329143659134,Sebastian Mark Ridley Thomas,DEM,66082,83588,79.05680241182945,66082,1,0,1861170.86,0.0,1
"RATCLIFF, GLEN",1365736,2014,A,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glen Ratcliff,REP,17506,83588,20.943197588170552,66082,0,0,1861170.86,1861170.86,1
"CHANG, LING-LING",1357038,2014,A,55,842904.78,39251.33,332187.16,5345.0,108162.03,184977.71,82800.0,484945.52,13.644609276867586,10.577740607986776,12.713453823999536,8.583916823459145,11.59138565959179,12.127990610314894,11.324183340373349,13.091791833713238,Ling-Ling Chang,REP,54313,85208,63.74166744906582,54313,1,0,842904.78,0.0,1
"FRITCHLE, GREGG D.",1226413,2014,A,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gregg D. Fritchle,DEM,30895,85208,36.258332550934185,54313,0,0,842904.78,842904.78,1
"GARCIA, EDUARDO",1355371,2014,A,56,624387.02,82657.62,79728.76,20084.08,88275.0,172567.51,102976.57,270745.46,13.344525679450905,11.32246229500664,11.286385652885947,9.907682740416927,11.388212220796587,12.058543801210135,11.54225676560709,12.508934396486268,Eduardo Garcia,DEM,35671,61018,58.459798747910455,35671,1,0,624387.02,0.0,1
"BENNETT JR, CHARLES H.",1358565,2014,A,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charles Bennett Jr.,REP,25347,61018,41.540201252089545,35671,0,0,624387.02,624387.02,1
"CALDERON, IAN",1336511,2014,A,57,1163340.57,8696.45,142916.84,0.0,268309.5,423262.9,161273.94,419922.79,13.966806226121525,9.07067017539225,11.87001820162143,0.0,12.499896443912096,12.95574877797156,11.990859688754444,12.9478261400268,Ian C. Calderon,DEM,32284,62681,51.50524082257781,32284,1,0,1266544.37,103203.80000000005,1
"TOPALIAN, RITA H.",1259659,2014,A,57,103203.8,1874.39,53630.37,660.0,1980.6,22773.48,0.0,58145.35999999999,11.544460953057124,7.536038552138808,10.889870791076795,6.492239835020472,7.591155108087202,10.033351980054633,0.0,10.970701361125984,Rita Topalian,REP,30397,62681,48.49475917742219,32284,0,0,1266544.37,1163340.57,1
"GARCIA, CRISTINA",1343926,2014,A,58,732936.17,17481.59,22473.61,5135.5,241544.33,75683.95999999999,231804.94,286635.03,13.50481389658593,9.768903606171213,10.02009701093114,8.54393248860586,12.394808296306095,11.23432152793822,12.353651521136113,12.5659650130063,Cristina Garcia,DEM,43182,43182,100.0,43182,1,1,732936.17,0.0,0
"JONES-SAWYER SR., REGINALD BYRON",1317870,2014,A,59,686206.06,8043.27,131278.42,1000.0,151499.86,89694.42,225807.68,291821.55000000005,13.438933240612027,8.992590995904221,11.785075690347245,6.907755278982138,11.928339979838723,11.40416383875407,12.327438942519645,12.583897764297294,Reginald Byron Jones-Sawyer,DEM,28493,28493,100.0,28493,1,1,686206.06,0.0,0
"LINDER, ERIC",1345603,2014,A,60,774100.96,59588.86,175888.85,8312.85,199716.54,194808.58,6380.0,443507.1,13.559457583341887,10.9952239228314,12.077607540427726,9.025557789340867,12.204654340210526,12.179772714395149,8.760923376338836,13.002469089622796,Eric F. Linder,REP,34348,55856,61.49384130621598,34348,1,1,789977.8099999999,15876.849999999977,1
"PARK, KEN",1367073,2014,A,60,15876.85,0.0,2262.81,0.0,2000.0,8159.309999999998,250.0,4262.81,9.672617352404238,0.0,7.724362682762753,0.0,7.600902459542082,9.006914885559324,5.521460917862246,8.357683846219999,Ken Park,DEM,21508,55856,38.506158693784016,34348,0,0,789977.8099999999,774100.96,1
"ARANDA, RUDY",1301595,2014,A,61,14980.51,0.0,0.0,2275.13,4445.0,6520.38,170.0,6720.13,9.614505301885536,0.0,0.0,7.729792472609602,8.399535147948004,8.782687935430946,5.135798437050261,8.812862778568174,Rudy Aranda,REP,23973,58133,41.23819517313746,34160,0,0,824510.78,809530.27,1
"MEDINA, JOSE J.",1005789,2014,A,61,809530.27,114733.47,87126.64,1160.0,75264.88,342060.41000000003,74559.85,278284.99,13.604209444853456,11.650367065258687,11.375117971415074,7.0561752841004095,11.228768903926762,12.74274263787309,11.219357437554876,12.536401011456512,Jose Medina,DEM,34160,58133,58.76180482686254,34160,1,1,824510.78,14980.51000000001,1
